                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.9063,                 4.0758,                 4.3477,                0.00357,                0.29091,                0.01297,                0.00334,                 3.4152,                 4.1765,                 4.1588,                      0,                      0,                      0
